id,word,phonetic,meaning,category,wrong_answer,error_note,tip,unit,status,mastered_modes,confused_with,correct_count,created_at,last_practiced_at,batch_id
,beyond,/bɪ'jɒnd/;/bɪ'jɑːnd/,adv. 在另一边；在 (或向) 更远处 prep. 在 (或向)… 较远的一边；除… 外,unlearned,未填,拼写错误,beyond正确拼写,,pending,,,0,,,
,universe,/'juːnɪvɜːs/;/'juːnɪvɜːrs/,n. 宇宙,unlearned,未填,拼写错误,universe正确拼写,,pending,,,0,,,
,rocket,/'rɒkɪt/;/'rɑːkɪt/,n. 火箭,unlearned,未填,拼写错误,rocket正确拼写,,pending,,,0,,,
,satellite,/'sætəlaɪt/,n. 卫星；人造卫星,unlearned,未填,拼写错误,satellite正确拼写,,pending,,,0,,,
,object,/'ɒbdʒɪkt/;/'ɑːbdʒɪkt/,n. 物体；对象；目标；宾语,unlearned,未填,拼写错误,object正确拼写,,pending,,,0,,,
,solar,/'səʊlə(r)/,adj. 太阳的；太阳能的,unlearned,未填,拼写错误,solar正确拼写,,pending,,,0,,,
,degree,/dɪ'ɡriː/,n. 度，度数；学位,unlearned,未填,拼写错误,degree正确拼写,,pending,,,0,,,
,Celsius,/'selsiəs/,adj. 摄氏的,unlearned,未填,拼写错误,Celsius正确拼写,,pending,,,0,,,
,electricity,/ɪˌlek'trɪsəti/,n. 电；电能,unlearned,未填,拼写错误,electricity正确拼写,,pending,,,0,,,
,telescope,/'telɪskəʊp/,n. 望远镜,unlearned,未填,拼写错误,telescope正确拼写,,pending,,,0,,,
,diameter,/daɪˈæmɪtə(r)/,n. 直径,unlearned,未填,拼写错误,diameter正确拼写,,pending,,,0,,,
,asteroid,/ˈæstərɔɪd/,n. 小行星,unlearned,未填,拼写错误,asteroid正确拼写,,pending,,,0,,,
,belt,/belt/,n. 环形地带；腰带,unlearned,未填,拼写错误,belt正确拼写,,pending,,,0,,,
,separate,/ˈsepəreɪt/,v. (使) 分开；划分,unlearned,未填,拼写错误,separate正确拼写,,pending,,,0,,,
,inner,/ˈɪnə(r)/,adj. 接近中心的；内部的；内心的,unlearned,未填,拼写错误,inner正确拼写,,pending,,,0,,,
,outer,/ˈaʊtə(r)/,adj. 外围的；远离中心的；外边的,unlearned,onter,拼写错误,outer=out+er,,pending,,,0,,,
,Mercury,/ˈmɜːkjəri/;/ˈmɜːrkjəri/,n. 水星,unlearned,未填,拼写错误,Mercury正确拼写,,pending,,,0,,,
,Venus,/ˈviːnəs/,n. 金星；太白星,unlearned,未填,拼写错误,Venus正确拼写,,pending,,,0,,,
,Mars,/mɑːz/;/mɑːrz/,n. 火星,unlearned,未填,拼写错误,Mars正确拼写,,pending,,,0,,,
,include,/ɪnˈkluːd/,v. 包括；包含,unlearned,未填,拼写错误,include正确拼写,,pending,,,0,,,
,Jupiter,/ˈdʒuːpɪtə(r)/,n. 木星,unlearned,未填,拼写错误,Jupiter正确拼写,,pending,,,0,,,
,Saturn,/ˈsætɜːn/;/ˈsætɜːrn/,n. 土星,unlearned,未填,拼写错误,Saturn正确拼写,,pending,,,0,,,
,Uranus,/ˈjʊərənəs/;/ˈjʊrənəs/,n. 天王星,unlearned,未填,拼写错误,Uranus正确拼写,,pending,,,0,,,
,Neptune,/ˈneptjuːn/,n. 海王星,unlearned,未填,拼写错误,Neptune正确拼写,,pending,,,0,,,
,rock,/rɒk/;/rɑːk/,n. 岩石；摇滚乐,unlearned,未填,拼写错误,rock正确拼写,,pending,,,0,,,
,gas,/ɡæs/,n. 气体；天然气,unlearned,未填,拼写错误,gas正确拼写,,pending,,,0,,,
,inside,/ˌɪnˈsaɪd/,adv. 在 (或向) 里面；,unlearned,未填,拼写错误,inside正确拼写,,pending,,,0,,,
,least,/liːst/,adv. 最少；最小,unlearned,list,近形混淆,least(最少)!=list(清单),,pending,,,0,,,
,power,/ˈpaʊə(r)/,n. 能量；控制力; 影响力; 电力供应,unlearned,未填,拼写错误,power正确拼写,,pending,,,0,,,
,mainly,/ˈmeɪnli/,adv. 主要地；首要地,unlearned,manily,拼写错误,mainly=main+ly,,pending,,,0,,,
,neither,/ˈniːðər;ˈnaɪðər/,adv. 也不；det. & pron. 两者都不,unlearned,未填,拼写错误,neither正确拼写,,pending,,,0,,,
,nor,/nɔː(r)/,conj. & adv. 也不,unlearned,未填,拼写错误,nor正确拼写,,pending,,,0,,,
,minus,/ˈmaɪnəs/,prep. 零下,unlearned,未填,拼写错误,minus正确拼写,,pending,,,0,,,
,alive,/əˈlaɪv/,adj. 活着；在世,unlearned,未填,拼写错误,alive正确拼写,,pending,,,0,,,
,responsibility,/rɪˌspɒnsəˈbɪləti/;/rɪˌspɑːnsəˈbɪləti/,n. 责任；负责,unlearned,未填,拼写错误,responsibility正确拼写,,pending,,,0,,,
,related,/rɪˈleɪtɪd/,adj. 相关的；有联系的,unlearned,未填,拼写错误,related正确拼写,,pending,,,0,,,
,exploration,/ˌekspləˈreɪʃn/,n. 探索；勘探,unlearned,未填,拼写错误,exploration正确拼写,,pending,,,0,,,
,industry,/ˈɪndəstri/,n. 工业；生产制造,unlearned,未填,拼写错误,industry正确拼写,,pending,,,0,,,
,due,/djuː/;/duː/,adj. 由于；因为,unlearned,未填,拼写错误,due正确拼写,,pending,,,0,,,
,valley,/ˈvæli/,n. 山谷,unlearned,vallage,拼写错误,valley=va+lley,,pending,,,0,,,
,although,/ɔːl'ðəʊ/,conj. 虽然；尽管；即便,unlearned,through,近形混淆,although(虽然)!=through(通过),,pending,,,0,,,
,common,/'kɒmən/;/'kɑːmən/,n. 公地,unlearned,未填写,拼写错误,common正确拼写,,pending,,,0,,,
,file,/faɪl/,n. 档案；卷宗；文件夹,unlearned,fail,近形混淆,file(档案)!=fail(失败),,pending,,,0,,,
,strange,/streɪndʒ/,adj. 奇怪的；奇特的,unlearned,未填,拼写错误,strange正确拼写,,pending,,,0,,,
,comet,/'kɒmɪt/;/'kɑːmɪt/,n. 彗星,unlearned,未填,拼写错误,comet正确拼写,,pending,,,0,,,
,snowball,/'snəʊbɔːl/,n. 雪球,unlearned,snowboll,多字母,snowball双l,,pending,,,0,,,
,Pluto,/'pluːtəʊ/,n. 冥王星,unlearned,未填,拼写错误,Pluto正确拼写,,pending,,,0,,,
,experiment,/ɪkˈsperɪmənt/,n. 实验,unlearned,expriment,漏字母,完整单词为 experiment，你漏了字母,,pending,,,0,,,
,pizza,/piːtsə/,n. 比萨饼；意大利肉饼,unlearned,pizze,拼写错误,注意pizza的正确拼写,,pending,,,0,,,
,programme,/ˈprəʊɡræm/(program AmE),n. 节目,unlearned,program,漏字母,完整单词为 programme，你少了几个字母,,pending,,,0,,,
,repeat,/rɪˈpiːt/,v. 复述，跟读；重复；重写,unlearned,repreat,多字母,单词拼写为 repeat，多写了一些字母,,pending,,,0,,,
,disappoint,/ˌdɪsəˈpɔɪnt/,v. 使失望,unlearned,disappoint,拼写错误,记忆：disap + point,,pending,,,0,,,
,imagine,/ɪˈmædʒɪn/,v. 想象,unlearned,imaadime,多字母,单词拼写为 imagine，多写了一些字母,,pending,,,0,,,
,educator,/ˈedʒukeɪtə(r)/,n. 教育学家；教育家；教育工作者,unlearned,edukate,漏字母,完整单词为 educator，你漏了字母,,pending,,,0,,,
,master,/ˈmɑːstə(r)/; /ˈmæstər/,n. 大师,unlearned,marster,多字母,单词拼写为 master，多写了一些字母,,pending,,,0,,,
,private,/ˈpraɪvət/,adj. 私立的；私营的,unlearned,privet,漏字母,完整单词为 private，你漏了字母,,pending,,,0,,,
,increase,/ɪnˈkriːs/; /ˈɪŋkriːs/,v.（使）增长，增多，增加；,unlearned,incress,漏字母,完整单词为 increase，你漏了字母,,pending,,,0,,,
,foreign,/ˈfɒrən/; /ˈfɔːrən/,adj. 外国的；涉外的,unlearned,foren,拼写错误,注意对比 foreign 和 foren 的差异,,pending,,,0,,,
,else,/els/,adv. 其他的；另外的,unlearned,els,漏字母,完整单词为 else，你少了几个字母,,pending,,,0,,,
,memorize,/ˈmeməraɪz/,v. 记忆；记住,unlearned,memerise,拼写错误,注意对比 memorize 和 memerise 的差异,,pending,,,0,,,
,poor,/pɔː(r)/; /pɔːr/,adj. 贫穷的；差的；可怜的,unlearned,pour,拼写错误,注意poor的正确拼写,,pending,,,0,,,
,effort,/ˈefət/; /ˈefərt/,n. 努力；试图,unlearned,efcet,漏字母,完整单词为 effort，你漏了字母,,pending,,,0,,,
,stick,/stɪk/,v. 粘贴；卡住；n. 枝条；枯枝,unlearned,stik,漏字母,完整单词为 stick，你漏了字母,,pending,,,0,,,
,pound,/paʊnd/,n. 英镑；磅,unlearned,pround,多字母,单词拼写为 pound，多写了一些字母,,pending,,,0,,,
,mutton,/ˈmʌtn/,n. 羊肉,unlearned,monton,漏字母,注意mutton中的双写字母,,pending,,,0,,,
,cheese,/tʃiːz/,n. 干酪；奶酪,unlearned,choose,漏字母,注意cheese中的双写字母,,pending,,,0,,,
,porridge,/ˈpɒrɪdʒ/; /ˈpɔːrɪdʒ/,n. 粥,unlearned,poridge,漏字母,完整单词为 porridge，你漏了字母,,pending,,,0,,,
,convenient,/kənˈviːniənt/,adj. 便利的；方便的,unlearned,convinet,拼写错误,注意对比 convenient 和 convinet 的差异,,pending,,,0,,,
,wallet,/ˈwɒlɪt/; /ˈwɑːlɪt/,n. 钱包,unlearned,walt,漏字母,注意wallet中的双写字母,,pending,,,0,,,
,directly,/dəˈrektli/,adv. 直接；径直,unlearned,derectly,拼写错误,注意directly的正确拼写,,pending,,,0,,,
,shell,/ʃel/,n. 壳,unlearned,shall,拼写错误,注意shell的正确拼写,,pending,,,0,,,
,warring,/ˈwɔːrɪŋ/,adj. 战争的；交战的；敌对的,unlearned,worring,拼写错误,注意warring的正确拼写,,pending,,,0,,,
,metal,/ˈmetl/,n. 金属,unlearned,metil,拼写错误,注意metal的正确拼写,,pending,,,0,,,
,piggy,/ˈpɪɡi/,adj. 像猪一样的；n. 小猪,unlearned,pigy,漏字母,完整单词为 piggy，你漏了字母,,pending,,,0,,,
,wastepaper,/ˈweɪstpeɪpə(r)/;/ˈweɪstpeɪpər/,n. 废纸,unlearned,wastpaper,漏字母,完整单词为 wastepaper，你漏了字母,,pending,,,0,,,
,earthquake,/ˈɜːθkweɪk/; /ˈɜːrθkweɪk/,n. 地震,unlearned,earthwake,漏字母,完整单词为 earthquake，你漏了字母,,pending,,,0,,,
,typhoon,/taɪˈfuːn/,n. 台风,unlearned,tyhoon,漏字母,完整单词为 typhoon，你漏了字母,,pending,,,0,,,
,flood,/flʌd/,n. 洪水；水灾,unlearned,fvood,拼写错误,注意flood的正确拼写,,pending,,,0,,,
,coastal,/ˈkəʊstl/,adj. 沿海的；靠近海岸的,unlearned,coastl,漏字母,完整单词为 coastal，你漏了字母,,pending,,,0,,,
,tape,/teɪp/,n. 胶带；胶条；磁带,unlearned,type,拼写错误,注意tape的正确拼写,,pending,,,0,,,
,scared,/skeəd/; /skerd/,adj. 害怕；恐惧,unlearned,scrad,漏字母,完整单词为 scared，你漏了字母,,pending,,,0,,,
,account,/əˈkaʊnt/,n. 账户,unlearned,acount,漏字母,完整单词为 account，你漏了字母,,pending,,,0,,,
,virus,/ˈvaɪrəs/,n.（计算机程序中的）病毒,unlearned,vius,漏字母,完整单词为 virus，你漏了字母,,pending,,,0,,,
,possibility,/ˌpɒsəˈbɪləti/;,n. 可能性,unlearned,possiblety,漏字母,完整单词为 possibility，你漏了字母,,pending,,,0,,,
,disappear,/ˌdɪsəˈpɪə(r)/; /ˌdɪsəˈpɪr/,v. 消失,unlearned,disapear,漏字母,完整单词为 disappear，你漏了字母,,pending,,,0,,,
,kungfu,,n. 功夫,unlearned,kongfu,拼写错误,注意kungfu的正确拼写,,pending,,,0,,,
,talented,/ˈtæləntɪd/,adj. 有才能的；天才的,unlearned,tanlanted,多字母,单词拼写为 talented，多写了一些字母,,pending,,,0,,,
,bravely,/ˈbreɪvli/,adv. 勇敢地,unlearned,bravey,漏字母,完整单词为 bravely，你漏了字母,,pending,,,0,,,
,monitor,/ˈmɒnɪtə(r)/; /ˈmɑːnɪtər/,v. 监测；监视；监控；监听；,unlearned,monniter,多字母,单词拼写为 monitor，多写了一些字母,,pending,,,0,,,
,grand,/ɡrænd/,adj. 宏大的；壮丽的；堂皇的,unlearned,ground,多字母,单词拼写为 grand，多写了一些字母,,pending,,,0,,,
,movement,/ˈmuːvmənt/,n. 移动；运动；转移；迁移,unlearned,moviement,多字母,单词拼写为 movement，多写了一些字母,,pending,,,0,,,
,beauty,/ˈbjuːti/,n. 美；美丽,unlearned,beauti,拼写错误,注意beauty的正确拼写,,pending,,,0,,,
,tale,/teɪl/,n. 故事,unlearned,tail,拼写错误,注意对比 tale 和 tail 的差异,,pending,,,0,,,
,handsome,/ˈhænsəm/,adj. 英俊的；有魅力的,unlearned,hansome,漏字母,完整单词为 handsome，你漏了字母,,pending,,,0,,,
,bully,/ˈbʊli/,v. 恐吓；伤害；胁迫,unlearned,bouly,漏字母,注意bully中的双写字母,,pending,,,0,,,
,tiring,/ˈtaɪərɪŋ/,adj. 令人困倦的；使人劳累的；累人的,unlearned,tireing,多字母,单词拼写为 tiring，多写了一些字母,,pending,,,0,,,
,bored,/bɔːd/; /bɔːrd/,adj. 厌倦的；烦闷的,unlearned,broad,拼写错误,注意对比 bored 和 broad 的差异,,pending,,,0,,,
,romance,/rəʊˈmæns/; /roʊˈmæns/,n. 传奇故事；爱情故事；浪漫氛围,unlearned,rowmance,多字母,单词拼写为 romance，多写了一些字母,,pending,,,0,,,
,romantic,/rəʊˈmæntɪk/,adj. 浪漫主义,unlearned,rowmantick,拼写错误,注意对比 romantic 和 rowmantick 的差异,,pending,,,0,,,
,chemistry,/ˈkemɪstri/,n. 化学,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,pronunciation,/prəˌnʌnsiˈeɪʃn/,n. 发音；读音,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,state,/steɪt/,n. 国家；州；状态,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,thought,/θɔːt/,n. 思想；想法；看法,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,etc.,/etˈsetərə/,abbr. 以及诸如此类，以及其他，等等,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,digital,/ˈdɪdʒɪtl/,adj. 数字的；数码的,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,education,/ˌedʒuˈkeɪʃn/,n.（尤指学校）教育,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,suppose,/səˈpəʊz/,v. 假定；假设；推断,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,educational,/ˌedʒuˈkeɪʃnəl/,adj. 教育的；有关教育的,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,satisfy,/ˈsætɪsfaɪ/,v. 使满足；使满意,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,socialism,/ˈsəʊʃəlɪzəm/,n. 社会主义,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,dictionary,/ˈdɪkʃənri/; /ˈdɪkʃəneri/,n. 词典；字典,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,discussion,/dɪˈskʌʃn/,n. 讨论；商讨,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,serious,/ˈsɪəriəs/; /ˈsɪriəs/,adj. 严重的；严肃的,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,actually,/ˈæktʃuəli/,adv. 事实上；实际上,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,college,/ˈkɒlɪdʒ/; /ˈkɑːlɪdʒ/,n.（美国）大学；（英国）学院,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,graduate,/ˈɡrædʒueɪt/; /ˈɡrædʒuət/,v. 毕业；n. 毕业生,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,predict,/prɪˈdɪkt/,v. 实现；意识到,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,euro,/ˈjʊərəʊ/; /ˈjʊroʊ/,n. 欧元,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,foreigner,/ˈfɒrənə(r)/; /ˈfɔːrənər/,n. 外国人,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,unit,/ˈjuːnɪt/,n. 单位；单元,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,persuade,/pəˈsweɪd/; /pərˈsweɪd/,v. 使信服；使相信,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,entertain,/ˌentəˈteɪn/; /ˌentərˈteɪn/,v. 使快乐；娱乐,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,resource,/rɪˈsɔːs/; /rɪˈsɔːrs/,n. 资源；财力,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,continue,/kənˈtɪnjuː/,v. 继续说；持续，继续做,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,case,/keɪs/,n. 情况；事例,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,rope,/rəʊp/,n. 粗绳；绳索,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,technology,/tekˈnɒlədʒi/; /tekˈnɑːlədʒi/,n. 技术；工艺,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,exist,/ɪɡˈzɪst/,v. 存在；实际上有,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,covering,/ˈkʌvərɪŋ/,n.（一层）覆盖层，遮盖物,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,situation,/ˌsɪtʃuˈeɪʃn/,n. 情况；状况；形势,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,economy,/ɪˈkɒnəmi/; /ɪˈkɑːnəmi/,n. 经济；经济情况,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,blouse,/blaʊz/; /blaʊs/,n.（女式）短上衣，衬衫,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,unnecessary,/ʌnˈnesəsəri/; /ʌnˈnesəseri/,adj. 不需要的；不必要的；多余的,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,total,/ˈtəʊtl/,adj. 总的；n. 总计,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,magazine,/ˌmæɡəˈziːn/; /ˌmæɡəˈziːn/,n. 杂志,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,university,/ˌjuːnɪˈvɜːsəti/;/ˌjuːnɪˈvɜːrsəti/,n. 大学,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,basic,/ˈbeɪsɪk/,adj. 基本的；基础的；初级的；必需的,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,graduation,/ˌɡrædʒuˈeɪʃn/,n. 毕业；毕业典礼,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,necessary,/ˈnesəsəri/; /ˈnesəseri/,adj. 必要的；必需的,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,therefore,/ˈðeəfɔː(r)/; /ˈðerfɔːr/,adv. 因此；所以；因而,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,society,/səˈsaɪəti/,n. 社会,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,responsible,/rɪˈspɒnsəbl/; /rɪˈspɑːnsəbl/,adj. 有责任；负责；承担义务,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,silly,/ˈsɪli/,adj. 愚蠢的；傻的,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,goose,/ɡuːs/,n. 鹅,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,golden,/ˈɡəʊldən/,adj. 金质的；金色的,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,upon,/əˈpɒn/；/əˈpɑːn/,prep. 在……之上；在……时候,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,lay,/leɪ/,v. 下（蛋），产（卵）,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,basket,/ˈbɑːskɪt/；/ˈbæskɪt/,n. 篮子,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,kill,/kɪl/,v. 杀死,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,disappointment,/ˌdɪsəˈpɔɪntmənt/,n. 失望；沮丧；扫兴,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,elsewhere,/ˌelsˈweə(r)/; /ˌelsˈwer/,adv. 在（或去、到）别处,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,hurricane,/ˈhʌrɪkən/; /ˈhɜːrəkən/,n. 飓风,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,reasonable,/ˈriːznəbl/,adj. 明智的；合理的,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,deadly,/ˈdedli/,adj. 致命的，致死的,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,disease,/dɪˈziːz/,n. 病；疾病,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,waterway,/ˈwɔːtəweɪ/,n. 水路；航道,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,preparation,/ˌprepəˈreɪʃn/,n. 准备；准备工作,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,flashlight,/ˈflæʃlaɪt/,n. 手电筒,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,danger,/ˈdeɪndʒə(r)/,n. 危险；风险,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,emergency,/ɪˈmɜːdʒənsi/;/ɪˈmɜːrdʒənsi/,n. 紧急情况；突发事件,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,kit,/kɪt/,n. 成套工具；成套设备,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,aftershock,/ˈɑːftəʃɒk/; /ˈɑːftərʃɑːk/,n.（地震后的）余震,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,storm,/stɔːm/,n. 暴风雨,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,thunder,/ˈθʌndə(r)/,n. 雷；雷声,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,lightning,/ˈlaɪtnɪŋ/,n. 闪电,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,quake,/kweɪk/,n. 地震；震动；颤动,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,prevention,/prɪˈvenʃn/,n. 预防；防止,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,perform,/pəˈfɔːm/; /pərˈfɔːrm/,v. 工作，运转（好/不好）；演出；表演,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,superstorm,/ˈsuːpəstɔːm/;,n. 超级风暴（一种大型的、异常发生的破坏性风暴）,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,hillside,/ˈhɪlsaɪd/,n. 小山坡,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,roof,/ruːf/,n. 屋顶；顶部,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,painful,/ˈpeɪnfl/,adj. 令人疼痛的,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,clothing,/ˈkləʊðɪŋ/,n. 衣服；（尤指某种）服装,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,ahead,/əˈhed/,"adv.在前面, (时间、空间)向前; 提前; 预先",unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,passage,/ˈpæsɪdʒ/,n. 通道；走廊；章节；段落,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,pour,/pɔː(r)/,v.（雨）倾盆而下；倒出,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,pale,/peɪl/,adj. 苍白的；v. 变苍白,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,towel,/ˈtaʊəl/,n. 毛巾；手巾；抹布；纸巾,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,coal,/kəʊl/,n. 煤,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,global,/ˈɡləʊbl/,adj. 全球的；全世界的,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,several,/ˈsevərəl/,det.&pron. 几个；数个,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,recent,/ˈriːsnt/,adj. 近来的；新近的,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,seriously,/ˈsɪəriəsli/; /ˈsɪriəsli/,adv. 严重地；严肃地；认真地,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,injured,/ˈɪndʒəd/; /ˈɪndʒərd/,adj. 受伤的；有伤的,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,physically,/ˈfɪzɪkli/,adv. 身体上；肉体上,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,social,/ˈsəʊʃl/,adj. 社交的；交际的；社会的；社会性的,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,whatever,/wɒtˈevə(r)/; /wʌtˈevər/,det.&pron. 一切事物; 无论什么，不管什么,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,collection,/kəˈlekʃn/,n. 收集物，收藏品；一批物品；一群人,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,expert,/ˈekspɜːt/; /ˈekspɜːrt/,n. 专家,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,citizen,/ˈsɪtɪzn/,n. 公民；居民,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,communication,/kəˌmjuːnɪˈkeɪʃn/,n. 通信；表达；交流；信息,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,airport,/ˈeəpɔːt/; /ˈerpɔːrt/,n. 机场,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,watchful,/ˈwɒtʃfl/; /ˈwɑːtʃfl/,adj. 警惕的；注意的；提防的,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,fantastic,/fænˈtæstɪk/,adj. 极好的；了不起的,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,president,/ˈprezɪdənt/,n.（机构、俱乐部、学院等的）主席，院长；总统；国家主席,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,clarify,/ˈklærəfaɪ/,v. 阐明；使更清晰易懂；澄清,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,clue,/kluː/,n. 线索，迹象；提示,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,embroidery,/ɪmˈbrɔɪdəri/,n. 绣花；刺绣图案,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,Manchu,/ˌmænˈtʃuː/; /ˈmæntʃuː/,adj. 满族的；满语的；n. 满语；满族人,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,trader,/ˈtreɪdə(r)/,n. 商人,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,rely,/rɪˈlaɪ/,v. 依赖；依靠,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,camel,/ˈkæml/,n. 骆驼,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,waterwheel,/ˈwɔːtəwiːl/; /ˈwɔːtərwiːl/,n.（尤指旧时的）水轮，水车,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,canal,/kəˈnæl/,n. 运河；灌溉渠,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,tense,/tens/,n. 时态,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
